61.0,128.0,54.52156686782837,15.0
59.0,130.0,50.1072211265564,15.0
60.0,132.0,56.00939202308655,15.0
61.0,128.0,48.96166181564331,15.0
60.0,132.0,53.19774389266968,15.0
61.0,133.0,61.18325638771057,15.0
63.0,145.0,54.59829878807068,15.0
59.0,124.0,49.47543525695801,15.0
62.0,133.0,54.1579692363739,15.0
60.0,132.0,59.21566653251648,15.0
61.0,128.0,52.06661081314087,15.0
59.0,128.0,53.75412392616272,15.0
62.0,140.0,59.957003355026245,15.0
61.0,131.0,59.106948137283325,15.0
61.0,136.0,53.61237573623657,15.0
173.0,304.0,116.56134557723999,25.0
60.0,124.0,46.19918656349182,15.0
59.0,131.0,53.086904525756836,15.0
61.0,132.0,54.93834638595581,15.0
127.0,253.0,90.26091170310974,21.0
61.0,132.0,57.31091499328613,15.0
61.0,128.0,55.45538282394409,15.0
60.0,127.0,56.522990226745605,15.0
64.0,138.0,60.54910850524902,15.0
86.0,182.0,66.66112565994263,17.0
62.0,132.0,50.17585825920105,15.0
59.0,130.0,61.351574182510376,15.0
61.0,130.0,56.314658641815186,15.0
61.0,132.0,59.48443627357483,15.0
63.0,147.0,62.355329513549805,15.0
60.0,128.0,54.20231032371521,15.0
60.0,132.0,74.10031485557556,15.0
60.0,124.0,54.823157787323,15.0
59.0,123.0,63.790825843811035,15.0
60.0,128.0,57.86459231376648,15.0
61.0,134.0,61.14414405822754,15.0
61.0,134.0,78.90232181549072,15.0
61.0,134.0,97.40194869041443,15.0
60.0,129.0,86.7052264213562,15.0
63.0,142.0,57.29864716529846,15.0
59.0,119.0,49.17035436630249,15.0
62.0,139.0,54.445505142211914,15.0
61.0,133.0,53.54830718040466,15.0
59.0,125.0,52.23322868347168,15.0
60.0,125.0,51.851362228393555,15.0
60.0,133.0,55.8431613445282,15.0
60.0,127.0,47.558793783187866,15.0
61.0,132.0,53.27145457267761,15.0
60.0,133.0,53.87489056587219,15.0
60.0,128.0,55.6107976436615,15.0
60.0,126.0,48.08588218688965,15.0
63.0,142.0,58.58938932418823,15.0
61.0,132.0,56.76507830619812,15.0
60.0,130.0,61.53927493095398,15.0
60.0,120.0,51.19355273246765,15.0
61.0,137.0,58.42832803726196,15.0
61.0,137.0,59.64977145195007,15.0
61.0,136.0,48.56483268737793,15.0
60.0,120.0,50.971701860427856,15.0
60.0,129.0,52.501216888427734,15.0
63.0,147.0,60.35661196708679,15.0
60.0,138.0,53.776610136032104,15.0
60.0,126.0,50.66889500617981,15.0
59.0,128.0,55.86005783081055,15.0
63.0,147.0,64.45385932922363,15.0
59.0,127.0,52.498552083969116,15.0
60.0,126.0,53.60472249984741,15.0
60.0,120.0,50.45488905906677,15.0
61.0,131.0,55.98297166824341,15.0
61.0,134.0,61.471972942352295,15.0
60.0,126.0,49.10077166557312,15.0
61.0,135.0,58.29094624519348,15.0
59.0,125.0,57.424723386764526,15.0
59.0,125.0,57.00956606864929,15.0
59.0,123.0,53.21874022483826,15.0
60.0,129.0,54.62807607650757,15.0
60.0,131.0,57.90508818626404,15.0
59.0,125.0,54.63386392593384,15.0
61.0,130.0,56.58950090408325,15.0
60.0,127.0,54.16691017150879,15.0
63.0,143.0,58.69357085227966,15.0
59.0,127.0,56.1230366230011,15.0
59.0,123.0,51.71816444396973,15.0
60.0,125.0,53.70933675765991,15.0
60.0,126.0,55.739073038101196,15.0
60.0,134.0,54.31812834739685,15.0
61.0,132.0,60.47107124328613,15.0
60.0,125.0,59.016014099121094,15.0
61.0,127.0,48.4209349155426,15.0
169.0,318.0,121.08224987983704,24.0
60.0,131.0,53.21908974647522,15.0
61.0,134.0,62.04859018325806,15.0
62.0,135.0,49.992849349975586,15.0
61.0,133.0,55.3175904750824,15.0
60.0,132.0,51.673139810562134,15.0
60.0,132.0,55.3788058757782,15.0
60.0,132.0,52.37358355522156,15.0
61.0,137.0,62.5472469329834,15.0
63.0,136.0,56.838127851486206,15.0
59.0,125.0,55.86323380470276,15.0
